iom_source_index,location_pcode,location_name,adm1_name,adm2_name,adm3_name,adm3_pcode,best_candidate_hot_id,best_candidate_hot_name,best_candidate_score,best_candidate_status,accepted_hot_id,accepted_hot_name,accepted_similarity_score,accepted_match_status,accepted_candidate_rank,matching_decision,automatic_acceptance_threshold
1319,C9031,Uabb Ash Shawk,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3481364503,Umm ash-Shouk,66.67,Low confidence,,,,,,Review required,85.0
4728,C4355,Um Eldibis Elhiskeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3481364503,Umm ash-Shouk,43.75,Low confidence,,,,,,Review required,85.0
1167,C6433,Um Elkeber,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3459329503,m lqSyr,47.06,Low confidence,,,,,,Review required,85.0
957,C4364,Um Elmaez,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12135464760,Umm al-Ma'iz,66.67,Low confidence,,,,,,Review required,85.0
932,C4366,Um Elmilh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3484148303,Twq lmlH,58.82,Low confidence,,,,,,Review required,85.0
868,C4344,Um Elshok,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3481364503,Umm ash-Shouk,63.64,Low confidence,,,,,,Review required,85.0
1057,C4332,Um Hajra Almoqbela,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/572575935,Umm Qasir al-Mejarja',57.89,Low confidence,,,,,,Review required,85.0
4891,C4334,Um Qasir Almjarjaa,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/572575935,Umm Qasir al-Mejarja',89.47,High confidence,node/572575935,Umm Qasir al-Mejarja',89.47,High confidence,1.0,Accepted,85.0
1022,C7600,Umm Jurn,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/572575076,Umm ad-Dubs,52.63,Low confidence,,,,,,Review required,85.0
1160,C8626,Umm Kuhayf,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12144526186,Umm Kuhaif Safya,69.23,Low confidence,,,,,,Review required,85.0
942,C7448,Umm Madfah,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3481342153,Makhrum,58.82,Low confidence,,,,,,Review required,85.0
1073,C8615,Umm Sharah / Al Harib,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12144526186,Umm Kuhaif Safya,62.86,Low confidence,,,,,,Review required,85.0
967,C7525,Umm al Quasir,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/572575935,Umm Qasir al-Mejarja',72.73,Review,,,,,,Review required,85.0
1172,C8628,Umm al-Masamir,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12135464760,Umm al-Ma'iz,76.92,Review,,,,,,Review required,85.0
1076,C4352,Upper Tal Aswad,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12255827193,Tell Aswad Tahtani,54.55,Low confidence,,,,,,Review required,85.0
1294,C6443,Uwaynat Al Bazzun,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/572575578,`Uwaynat al Bazzun,100.0,Exact,node/572575578,`Uwaynat al Bazzun,100.0,Exact,1.0,Accepted,85.0
1122,C8164,Wattutiyeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/572575886,At-Tuweine,60.0,Low confidence,,,,,,Review required,85.0
1123,C4383,Western Qamar,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12263103274,Tell Baidar,50.0,Low confidence,,,,,,Review required,85.0
835,C4347,Western Sabe Skur,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3461343298,Sabe' Sekur Gharbi,52.94,Low confidence,,,,,,Review required,85.0
974,C4373,Zaydiyeh Hasskeh,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12195483581,Az-Zaidiye,61.54,Low confidence,,,,,,Review required,85.0
1372,C7445,tall Fawaza,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/12200019150,At-Tal'a,63.16,Low confidence,,,,,,Review required,85.0
965,C7516,tall al Khider,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,SY080000,node/3484101031,Tell al-Khadar,78.57,Review,,,,,,Review required,85.0
1549,C7391,Abu Kabrah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229583,Al Kalsah,63.16,Low confidence,,,,,,Review required,85.0
1496,C7314,Abu Shuka,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545583,Al-Arisha,55.56,Low confidence,,,,,,Review required,85.0
1495,C7385,Adam,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12146257922,Umm Madfa,61.54,Low confidence,,,,,,Review required,85.0
2072,C7390,Ahmad Salam,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545672,Ahmad Salam,100.0,Exact,node/573545672,Ahmad Salam,100.0,Exact,1.0,Accepted,85.0
5995,C7389,Al Balash,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545660,Al Balash,100.0,Exact,node/573545660,Al Balash,100.0,Exact,1.0,Accepted,85.0
1696,C7339,Al Elkah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229583,Al Kalsah,70.59,Review,,,,,,Review required,85.0
1555,C7420,Al Haff,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545663,Al-Gharb,66.67,Low confidence,,,,,,Review required,85.0
1565,C8686,Al Henno,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545645,Al-Hedadiye,52.63,Low confidence,,,,,,Review required,85.0
1631,C7426,Al Kalsah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229583,Al Kalsah,100.0,Exact,node/571229583,Al Kalsah,100.0,Exact,1.0,Accepted,85.0
1699,C7380,Al Madinah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545640,Al-Hamdaniya,63.64,Low confidence,,,,,,Review required,85.0
1600,C7397,Ar Raiyd,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545693,Al-Hajjiya,55.56,Low confidence,,,,,,Review required,85.0
6058,C4497,Areesheh,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545583,Al-Arisha,47.06,Low confidence,,,,,,Review required,85.0
1707,C7435,Asi,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12388643616,Manajid,40.0,Low confidence,,,,,,Review required,85.0
2139,C7375,Asila,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545673,Tawilah,66.67,Low confidence,,,,,,Review required,85.0
2180,C9040,Ayn Jirmah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058462,Juwaynira,63.16,Low confidence,,,,,,Review required,85.0
2131,C8986,Daliyan,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545661,Dawudiyah,62.5,Low confidence,,,,,,Review required,85.0
1901,C7415,Dawudiyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545661,Dawudiyah,100.0,Exact,node/573545661,Dawudiyah,100.0,Exact,1.0,Accepted,85.0
5859,C7376,Dibshiyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573542870,Sajriyah,58.82,Low confidence,,,,,,Review required,85.0
4945,C8077,Duaybeelah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545606,Du`aybilah,80.0,Review,,,,,,Review required,85.0
4911,C6758,Eastern Burj,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545639,Berij Sharqi,50.0,Low confidence,,,,,,Review required,85.0
5662,C4496,Gharb,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545663,Al-Gharb,76.92,Review,,,,,,Review required,85.0
147,C4495,Ghazalan,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573544699,Ghizlan,80.0,Review,,,,,,Review required,85.0
1966,C8683,Gizaylan El Sharqiyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12348879975,Ajaja Sharqiya,62.86,Low confidence,,,,,,Review required,85.0
1513,C4501,Hamadaniyeh,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545640,Al-Hamdaniya,69.57,Low confidence,,,,,,Review required,85.0
1854,C7419,Hanajiya,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545630,Hanajiya,100.0,Exact,node/573545630,Hanajiya,100.0,Exact,1.0,Accepted,85.0
1771,C7320,Hanan Bab Al Khawr,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545640,Al-Hamdaniya,53.33,Low confidence,,,,,,Review required,85.0
84,C4498,Hdadiyeh,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545645,Al-Hedadiye,73.68,Review,,,,,,Review required,85.0
128,C4500,Hejiyeh,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545645,Al-Hedadiye,55.56,Low confidence,,,,,,Review required,85.0
1855,C7402,Huwaytilah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058841,Huwaytilah,100.0,Exact,node/567058841,Huwaytilah,100.0,Exact,1.0,Accepted,85.0
2168,C7378,Kanfousheh,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058853,Kahfat Saghir,43.48,Low confidence,,,,,,Review required,85.0
2213,C7361,Khariji,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545630,Hanajiya,53.33,Low confidence,,,,,,Review required,85.0
5858,C7367,Khashmaniyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545640,Al-Hamdaniya,66.67,Low confidence,,,,,,Review required,85.0
1969,C8768,Khirbet at tamr,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058847,Tall al Lahm,44.44,Low confidence,,,,,,Review required,85.0
1695,C7324,Khirbet el Bir,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545663,Al-Gharb,45.45,Low confidence,,,,,,Review required,85.0
1700,C7383,Khuwaytilah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058841,Huwaytilah,95.24,High confidence,node/573545691,Huwaytilah,95.24,High confidence,2.0,Accepted,85.0
1514,C4505,Manajeed Fawqani,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12388643616,Manajid,52.17,Low confidence,,,,,,Review required,85.0
1410,C8080,Manajid,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12388643616,Manajid,100.0,Exact,node/12388643616,Manajid,100.0,Exact,1.0,Accepted,85.0
1701,C7395,Marthiyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573542870,Sajriyah,70.59,Review,,,,,,Review required,85.0
5016,C4504,Metyaha,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12382463789,Mityaha,85.71,High confidence,node/12382463789,Mityaha,85.71,High confidence,1.0,Accepted,85.0
2176,C7392,Mushayrifa Al Areesha,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545670,Mushayrifah,68.75,Low confidence,,,,,,Review required,85.0
5428,C8780,Northern Rashidiyeh,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545645,Al-Hedadiye,46.67,Low confidence,,,,,,Review required,85.0
406,C8097,Qana,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058882,Sanqan,60.0,Low confidence,,,,,,Review required,85.0
1415,C8755,Qarat al Haba,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545666,Qarrat al Haba,96.3,High confidence,node/573545666,Qarrat al Haba,96.3,High confidence,1.0,Accepted,85.0
2167,C7345,Qasibah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545673,Tawilah,57.14,Low confidence,,,,,,Review required,85.0
5860,C7298,Rajan,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573542870,Sajriyah,46.15,Low confidence,,,,,,Review required,85.0
5861,C7377,Rijlat al Khanzir,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545688,Rijlat al Khanzir,100.0,Exact,node/573545688,Rijlat al Khanzir,100.0,Exact,1.0,Accepted,85.0
1767,C8680,Rumaylan,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058841,Huwaytilah,55.56,Low confidence,,,,,,Review required,85.0
2018,C7413,Sab Judran,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229679,Sab` Judran,100.0,Exact,node/571229679,Sab` Judran,100.0,Exact,1.0,Accepted,85.0
4913,C8687,Sabburiyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545631,Sabburiyah,100.0,Exact,node/573545631,Sabburiyah,100.0,Exact,1.0,Accepted,85.0
2136,C9002,Sajriyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573542870,Sajriyah,100.0,Exact,node/573542870,Sajriyah,100.0,Exact,1.0,Accepted,85.0
2026,C7421,Salmasa,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229556,Salmasa,100.0,Exact,node/571229556,Salmasa,100.0,Exact,1.0,Accepted,85.0
1967,C8684,Sanqam,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058882,Sanqan,83.33,Review,,,,,,Review required,85.0
1708,C7436,Shiyab,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573542870,Sajriyah,57.14,Low confidence,,,,,,Review required,85.0
415,C8689,Siha,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12382463789,Mityaha,54.55,Low confidence,,,,,,Review required,85.0
1773,C8682,Suwayyan,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058462,Juwaynira,58.82,Low confidence,,,,,,Review required,85.0
6245,C8073,Tal Ahmar,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545663,Al-Gharb,70.59,Review,,,,,,Review required,85.0
1758,C8103,Tal Fawar,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545663,Al-Gharb,58.82,Low confidence,,,,,,Review required,85.0
5998,C7399,Tawilah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545673,Tawilah,100.0,Exact,node/573545673,Tawilah,100.0,Exact,1.0,Accepted,85.0
2123,C6759,Traifawi,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573545673,Tawilah,53.33,Low confidence,,,,,,Review required,85.0
1746,C7340,Turumbah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229535,Umm Lahaf,47.06,Low confidence,,,,,,Review required,85.0
2127,C4503,Um Kheif,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229535,Umm Lahaf,58.82,Low confidence,,,,,,Review required,85.0
1972,C4502,Um Madfaa,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12146257922,Umm Madfa,88.89,High confidence,node/12146257922,Umm Madfa,88.89,High confidence,1.0,Accepted,85.0
1517,C6752,Um Rakiba,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/12146257922,Umm Madfa,55.56,Low confidence,,,,,,Review required,85.0
1681,C7432,Umm Ksur,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/571229542,Umm Kusur,94.12,High confidence,node/571229542,Umm Kusur,94.12,High confidence,1.0,Accepted,85.0
1703,C7396,Umm al Jaffa,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058482,Umm al Jafa,95.65,High confidence,node/567058482,Umm al Jafa,95.65,High confidence,1.0,Accepted,85.0
1606,C8069,Western Rashidiyeh,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058835,Tuffahiyah,42.86,Low confidence,,,,,,Review required,85.0
1768,C8681,Zahrawiyah,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/573542870,Sajriyah,66.67,Low confidence,,,,,,Review required,85.0
5145,C4499,Zein Elmabraj,Al-Hasakeh,Al-Hasakeh,Areesheh,SY080005,node/567058503,Zein al-Mabraj,88.89,High confidence,node/567058503,Zein al-Mabraj,88.89,High confidence,1.0,Accepted,85.0
2029,C8291,AKar,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3278799581,Hayahi Kabir,50.0,Low confidence,,,,,,Review required,85.0
1506,C8674,Abo Hjera,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12117418866,Abu Hujaira,70.0,Review,,,,,,Review required,85.0
1573,C4472,Adleh,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12158333506,Al-Aseibakh,50.0,Low confidence,,,,,,Review required,85.0
2025,C7580,Akilah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12202130251,Al-Atshana,50.0,Low confidence,,,,,,Review required,85.0
1599,C7565,Al Adalah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3498595999,Al-Aadla,82.35,Review,,,,,,Review required,85.0
1776,C7519,Al Karma,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3499150854,Kharab Ghazal,66.67,Low confidence,,,,,,Review required,85.0
1407,C8669,Al-Alaqanah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3498592127,Al-Alaqanah,100.0,Exact,node/3498592127,Al-Alaqanah,100.0,Exact,1.0,Accepted,85.0
1675,C8296,Al-Fej,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12209111279,Al-Fayej,85.71,High confidence,node/12209111279,Al-Fayej,85.71,High confidence,1.0,Accepted,85.0
1399,C8853,Al-Hajalah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3498595999,Al-Aadla,77.78,Review,,,,,,Review required,85.0
1404,C8858,Al-Khaznah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571229977,Tall `Azzanah,72.73,Review,,,,,,Review required,85.0
1772,C8240,Al-Qaysar,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12173137478,Al-Jas'a,70.59,Review,,,,,,Review required,85.0
1686,C8229,Al-Quds,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3498619008,Al-Qods,85.71,High confidence,node/3498619008,Al-Qods,85.71,High confidence,1.0,Accepted,85.0
1504,C8675,Alhyms,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3278799573,lhymS,90.91,High confidence,node/3278799573,lhymS,90.91,High confidence,1.0,Accepted,85.0
4944,C4456,Aseibek,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12158333506,Al-Aseibakh,66.67,Low confidence,,,,,,Review required,85.0
1603,C4465,Atshana,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12202130251,Al-Atshana,82.35,Review,,,,,,Review required,85.0
1503,C6782,Bahiyah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3827027572,al-Salihiyah,63.16,Low confidence,,,,,,Review required,85.0
1409,C4457,Bawab,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571230199,Al-Bauwab,71.43,Review,,,,,,Review required,85.0
6285,C7647,Bawnjigh,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571230242,Kawi,50.0,Low confidence,,,,,,Review required,85.0
2032,C4490,Big Hayahi,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3278799581,Hayahi Kabir,54.55,Low confidence,,,,,,Review required,85.0
1777,C4494,Big Qaemqam,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3500703632,Qa'imqam Kabir,48.0,Low confidence,,,,,,Review required,85.0
1940,C4471,Bir Elhilu,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12053046102,Bir al-Hulo,66.67,Low confidence,,,,,,Review required,85.0
1507,C4484,Bir Elhilu Elatshaneh,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571230305,Bi'r al-Hulo al-Atshana,68.18,Low confidence,,,,,,Review required,85.0
1405,C4470,Bseiriyeh,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12168685855,Al-Basiriya,60.0,Low confidence,,,,,,Review required,85.0
1505,C4466,Bweir Bir Helo,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12053046102,Bir al-Hulo,56.0,Low confidence,,,,,,Review required,85.0
1604,C4459,Daffeh,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12309748884,Daffa,72.73,Review,,,,,,Review required,85.0
1938,C4481,Darja,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3817330745,Daraja,90.91,High confidence,node/3817330745,Daraja,90.91,High confidence,1.0,Accepted,85.0
2024,C8773,Gir yazil Alkabeer,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3278799581,Hayahi Kabir,53.33,Low confidence,,,,,,Review required,85.0
1397,C8676,Hamidi,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/567216236,Hamis,72.73,Review,,,,,,Review required,85.0
1570,C8961,Hmidi,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/567216236,Hamis,60.0,Low confidence,,,,,,Review required,85.0
1774,C8671,Hulwa Sumayhan,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3500654072,Khaluah Sumeyhan,73.33,Review,,,,,,Review required,85.0
1770,C7668,Hulwat al Buwayr,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12053046102,Bir al-Hulo,66.67,Low confidence,,,,,,Review required,85.0
1512,C4478,Jasaa,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12195483687,As-Sada,66.67,Low confidence,,,,,,Review required,85.0
1871,C6449,Kaka Saeed,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12195483687,As-Sada,58.82,Low confidence,,,,,,Review required,85.0
1872,C4489,Kbeibat,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571230258,Kebeibat,93.33,High confidence,node/571230258,Kebeibat,93.33,High confidence,1.0,Accepted,85.0
1867,C4482,Kharab Abdel Sayed,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12304220131,Kharab Abd-as-Saiyed,84.21,Review,,,,,,Review required,85.0
1869,C4469,Kharab Ghazal,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3499150854,Kharab Ghazal,100.0,Exact,node/3499150854,Kharab Ghazal,100.0,Exact,1.0,Accepted,85.0
1778,C8662,Khashuqah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3498511031,Khririat ashuqah,72.0,Review,,,,,,Review required,85.0
2028,C8980,Khazneh,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571229977,Tall `Azzanah,42.11,Low confidence,,,,,,Review required,85.0
1873,C4474,Kherbet Elrayes,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12304222571,Khirbet Hawas,64.29,Low confidence,,,,,,Review required,85.0
4972,C4455,Kherbet Elsweifat,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12304220980,Khirbet as-Suweifat,77.78,Review,,,,,,Review required,85.0
1889,C4485,Kherbet Hawas,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12304222571,Khirbet Hawas,92.31,High confidence,node/12304222571,Khirbet Hawas,92.31,High confidence,1.0,Accepted,85.0
1894,C8665,Khirbat Shaykh Ahmad,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571230195,Khirbat al `Abb,64.71,Low confidence,,,,,,Review required,85.0
1597,C8965,Khubayrat,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12297002705,Khebeirat,66.67,Low confidence,,,,,,Review required,85.0
1898,C8663,Khuwaylid Tahtani,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3498682909,Khuweilad Tahtani,82.35,Review,,,,,,Review required,85.0
1890,C7617,Kulu,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571230294,Kurdis,40.0,Low confidence,,,,,,Review required,85.0
2033,C9053,Kurdis,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571230294,Kurdis,100.0,Exact,node/571230294,Kurdis,100.0,Exact,1.0,Accepted,85.0
2030,C4488,Little Hayahi,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3278799581,Hayahi Kabir,64.0,Low confidence,,,,,,Review required,85.0
2125,C8677,Lzzaka,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/571229977,Tall `Azzanah,55.56,Low confidence,,,,,,Review required,85.0
2132,C7570,Madinat al Radd,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/3498615302,Madinat ar-Radd,93.33,High confidence,node/3498615302,Madinat ar-Radd,93.33,High confidence,1.0,Accepted,85.0
1939,C4492,Madinet Ati,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12382484629,Madinat Ati,90.91,High confidence,node/12382484629,Madinat Ati,90.91,High confidence,1.0,Accepted,85.0
1893,C7601,Maiyzilah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12222550864,Al-Meizile,52.63,Low confidence,,,,,,Review required,85.0
2126,C9071,Marzuqah,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12332346076,Siha Mabrad,52.63,Low confidence,,,,,,Review required,85.0
4751,C4487,Meizleh,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12222550864,Al-Meizile,70.59,Review,,,,,,Review required,85.0
4787,C4493,Mithlit,Al-Hasakeh,Al-Hasakeh,Ber Al-Hulo Al-Wardeyyeh,SY080004,node/12382463790,Mithalith,87.5,High confidence,node/12382463790,Mithalith,87.5,High confidence,1.0,Accepted,85.0
